exposure,exposure_class,row_type,level,reference_level,model_variant,comparison,n,events,non_events,unique_subject_groups,adjusted_or,adjusted_ci_low,adjusted_ci_high,adjusted_p,fit_status,separation_status,support_status,caution_flag,caution_reason,notes,bh_q,in_bh_family,missingness_loss_n,missingness_loss_pct
endometrioma_size_status,STANDARD_ADJUSTED_MODEL_HIGH_CAUTION,level,endometrioma_less_than_30mm,no_endometrioma,PRIMARY,endometrioma_less_than_30mm vs. no_endometrioma,67,5,62,67,0.4547435003857914,0.16254040303271622,1.2722476829437859,0.1332914474113266,OK,none,OK,True,"Multi-parameter categorical model with limited event information (events-per-parameter ~8.71, informational 10-EPP guideline, non-binding).",,,False,364,84.45475638051045
endometrioma_size_status,STANDARD_ADJUSTED_MODEL_HIGH_CAUTION,level,endometrioma_30mm_or_more,no_endometrioma,PRIMARY,endometrioma_30mm_or_more vs. no_endometrioma,104,16,88,103,0.7937135018451962,0.40189771368707794,1.5675160657964695,0.505799862694951,OK,none,OK,True,"Multi-parameter categorical model with limited event information (events-per-parameter ~8.71, informational 10-EPP guideline, non-binding).",,,False,327,75.87006960556845
endometrioma_size_status,STANDARD_ADJUSTED_MODEL_HIGH_CAUTION,level,endometrioma_size_unknown,no_endometrioma,PRIMARY,endometrioma_size_unknown vs. no_endometrioma,22,4,18,22,1.0559804402224586,0.2782597484040725,4.007387689121109,0.9361985030409838,OK,none,SPARSE_EXPLORATORY,True,"Multi-parameter categorical model with limited event information (events-per-parameter ~8.71, informational 10-EPP guideline, non-binding).",,,False,409,94.89559164733178
endometrioma_size_status,STANDARD_ADJUSTED_MODEL_HIGH_CAUTION,source,,no_endometrioma,SENSITIVITY_IVF,categorical source-level omnibus (cluster-robust Wald),431,61,370,430,,,,0.5245787125628736,OK,none,SEE_LEVEL_SUPPORT,True,"Multi-parameter categorical model with limited event information (events-per-parameter ~8.71, informational 10-EPP guideline, non-binding).",,,False,0,0.0
endometrioma_size_status,STANDARD_ADJUSTED_MODEL_HIGH_CAUTION,level,endometrioma_less_than_30mm,no_endometrioma,SENSITIVITY_IVF,endometrioma_less_than_30mm vs. no_endometrioma,67,5,62,67,0.4694325057015097,0.16769957346897976,1.3140574710523059,0.14988926545641781,OK,none,OK,True,"Multi-parameter categorical model with limited event information (events-per-parameter ~8.71, informational 10-EPP guideline, non-binding).",,,False,364,84.45475638051045
endometrioma_size_status,STANDARD_ADJUSTED_MODEL_HIGH_CAUTION,level,endometrioma_30mm_or_more,no_endometrioma,SENSITIVITY_IVF,endometrioma_30mm_or_more vs. no_endometrioma,104,16,88,103,0.836167016366179,0.4240018587454576,1.6489910712359774,0.6055669027173093,OK,none,OK,True,"Multi-parameter categorical model with limited event information (events-per-parameter ~8.71, informational 10-EPP guideline, non-binding).",,,False,327,75.87006960556845
endometrioma_size_status,STANDARD_ADJUSTED_MODEL_HIGH_CAUTION,level,endometrioma_size_unknown,no_endometrioma,SENSITIVITY_IVF,endometrioma_size_unknown vs. no_endometrioma,22,4,18,22,1.1177944683284742,0.28061379507138684,4.452612435207892,0.8745254199706265,OK,none,SPARSE_EXPLORATORY,True,"Multi-parameter categorical model with limited event information (events-per-parameter ~8.71, informational 10-EPP guideline, non-binding).",,,False,409,94.89559164733178
endometriosis_surgery,STANDARD_ADJUSTED_MODEL_FEASIBLE,source,,,PRIMARY,value 1 = surgery vs value 0 = no surgery,431,61,370,430,0.7801967128271836,0.43579782237601367,1.3967644615285393,0.4035204218280306,OK,none,OK,False,,,0.8011438766049415,True,0,0.0
endometriosis_surgery,STANDARD_ADJUSTED_MODEL_FEASIBLE,source,,,SENSITIVITY_IVF,value 1 = surgery vs value 0 = no surgery,431,61,370,430,0.8349809689113896,0.4502059161926126,1.5486096325440584,0.5671621505366111,OK,none,OK,False,,,,False,0,0.0
peritoneal_endometriosis,STANDARD_ADJUSTED_MODEL_FEASIBLE,source,,,PRIMARY,value 1 vs value 0,431,61,370,430,1.1411974554578006,0.6140889168427863,2.120754171951243,0.6761401590775427,OK,none,OK,False,,,0.8413429320487512,True,0,0.0
peritoneal_endometriosis,STANDARD_ADJUSTED_MODEL_FEASIBLE,source,,,SENSITIVITY_IVF,value 1 vs value 0,431,61,370,430,1.1319551222817068,0.6081436192374651,2.106940463284659,0.6957903962482881,OK,none,OK,False,,,,False,0,0.0
vaginal_opening_during_surgery,STANDARD_ADJUSTED_MODEL_HIGH_CAUTION,source,,,PRIMARY,value 1 vs value 0,431,61,370,430,1.550685945316082,0.5199148278760473,4.625040049009946,0.4313851643257377,OK,none,OK,True,"Binary operative-finding indicator population/contrast caveat (support ample: 24 exposed subjects, 5 exposed events).",,0.8011438766049415,True,0,0.0
vaginal_opening_during_surgery,STANDARD_ADJUSTED_MODEL_HIGH_CAUTION,source,,,SENSITIVITY_IVF,value 1 vs value 0,431,61,370,430,1.7032732586445207,0.5675194872034676,5.111965067330641,0.34225004428954475,OK,none,OK,True,"Binary operative-finding indicator population/contrast caveat (support ample: 24 exposed subjects, 5 exposed events).",,,False,0,0.0
